ranking,game_id,name,min_players,max_players,avg_timeplay,min_timeplay,max_timeplay,year,avg_rating,num_votes,age,category,designer,weight
2645,27532,Vineta,2,6,45,45,45,2008,6.23987,904,10,"Bluffing, Fantasy","Mauricio V. Gibrin, Mauricio Miyaji, Fabiano Onåça",2.0109
2670,3318,Heave Ho!,2,2,45,45,45,2002,6.2554,845,10,"Card Game, Real-time",Richard Borg,1.3012
2704,321,The Mole in the Hole,2,4,45,12,45,1995,6.32654,682,8,Children's Game,"Virginia Charves, Bertram Kaes",1.3108
2712,6955,Reiner Knizia's Decathlon,1,4,45,45,45,2003,6.21393,892,10,"Dice, Print & Play, Sports",Reiner Knizia,1.2182
2722,200456,Ascension X: War of Shadows,2,4,45,45,45,2016,7.74707,184,0,"Card Game, Fantasy","Gary Arant, Justin Gary",2.3333
2743,4562,Mogul,3,6,45,45,45,2002,6.44367,500,13,"Economic, Trains",Michael Schacht,1.92
2744,145888,CapCom Street Fighter Deck-Building Game,2,5,45,45,45,2014,6.63832,428,15,"Card Game, Fighting, Video Game Theme","Matt Hyra, Erik V Larsen",2.1176
2748,81250,Stich-Meister,3,5,45,45,45,2010,6.72688,346,10,Card Game,Friedemann Friese,1.8438
2754,37461,KrakÌÔw 1325 AD,4,4,45,45,45,2008,6.45401,521,0,"Card Game, Humor, Medieval",Peter Struijf,2.4324
2758,153422,Gardens,2,4,45,45,45,2014,6.63732,406,8,Environmental,Perepau Llistosella,1.8378
2763,152510,The Lord of the Rings: The Return of the King Deck-Building Game,2,5,45,45,45,2014,7.09401,272,15,"Card Game, Fantasy, Movies / TV / Radio theme",Matt Hyra,2.1429
2771,123536,GOSU 2: Tactics,2,4,45,45,45,2012,7.04015,273,13,"Card Game, Fantasy",Kim Satå»,2.4
2782,69851,Aliens: This Time It's War,2,2,45,45,45,2010,7.62312,185,18,"Card Game, Fighting, Horror, Mature / Adult, Movies / TV / Radio theme, Print & Play, Science Fiction",Mark Chaplin,1.8261
2795,4401,Canal Grande,2,2,45,45,45,2002,6.41517,535,12,"Card Game, Renaissance","Alan R. Moon, Aaron Weissblum",2.0517
2796,128921,Rattus Cartus,2,5,45,45,45,2012,6.64538,398,10,"Card Game, Medieval","Henrik Berg, åÅse Berg",2.1739
2808,71973,Crows,2,4,45,45,45,2010,6.41467,541,10,Animals,Tyler Sigman,1.8974
2820,5369,Hordes of the Things,2,6,45,45,45,1991,7.29857,224,12,"Fantasy, Fighting, Miniatures, Wargame","Philip C. Barker, Sue Laflin Barker, Richard Bodley Scott",2.4865
2826,9606,Cluzzle,3,6,45,45,45,2004,6.32639,620,8,"Deduction, Party Game, Puzzle",Dominic Crapuchettes,1.1571
2829,23053,Guatemala Caf_,2,4,45,45,45,2007,6.26343,716,10,"Farming, Territory Building","Inka Brand, Markus Brand",2.5776
2836,436,Canyon,3,6,45,45,45,1997,6.25167,709,10,"Card Game, Racing",Frederick A. Herschler,1.5775
2837,123045,Uncharted: The Board Game,1,4,45,45,45,2012,6.54974,440,13,"Adventure, Card Game, Fighting, Video Game Theme",Hayato Kisaragi,2.3226
2841,88594,Eruption,2,6,45,12,45,2011,6.39178,553,10,none,Chris James (I),1.9773
2845,90009,EselsbrÌªcke,3,12,45,45,45,2011,6.93128,274,8,Memory,"Stefan Dorra, Ralf zur Linde",1.6667
2856,140795,Say Bye to the Villains,3,8,45,45,45,2012,6.45504,482,14,Card Game,Seiji Kanai,2.1
2866,1379,Ebbe & Flut,1,2,45,45,45,2000,6.48228,462,10,"Abstract Strategy, Card Game",Wolfgang Werner,1.9024
2871,193486,Neolithic,2,2,45,45,45,2016,7.48753,194,0,"Card Game, Civilization, Prehistoric",John Clowdus,2
2873,104573,Spectaculum,2,4,45,45,45,2012,6.42426,459,8,Fantasy,Reiner Knizia,1.7436
2875,107148,Wings of Glory: WW2 Starter Set,2,4,45,45,45,2012,7.44078,217,8,"Aviation / Flight, Card Game, Miniatures, Wargame, World War II","Andrea Angiolino, Pier Giorgio Paglia",2.6842
2876,8273,Alexandros,2,4,45,45,45,2003,6.19417,849,12,"Abstract Strategy, Ancient, Territory Building",Leo Colovini,2.3694
2897,36325,Down in Flames: Aces High,2,6,45,45,45,2008,7.06245,241,0,"Aviation / Flight, Card Game, Wargame, World War II",Dan Verssen,2.1304
2907,88406,Astra Titanus,1,1,45,45,45,2010,7.28158,209,13,"Science Fiction, Wargame",Chris Taylor,2.0312
2908,161757,New Salem,3,8,45,45,45,2015,6.58247,397,14,"Bluffing, Card Game, City Building, Deduction","Brian Henk, Clayton Skancke",1.5882
2914,19419,Euphrates & Tigris: Contest of Kings,2,4,45,45,45,2005,6.09622,1123,12,"Ancient, Card Game, Civilization",Reiner Knizia,2.7355
2918,10934,Things...,4,15,45,45,45,2002,6.10773,1353,0,"Deduction, Humor, Memory, Party Game","Tom Quinn, Ted Quinn, Mark Sherry",1.2603
2932,141653,Disc Duelers,2,21,45,45,45,2013,6.82264,276,10,"Action / Dexterity, Fighting, Racing, Sports","D. Brad Talton, Jr.",1.4444
2946,194,Groo: The Game,2,4,45,45,45,1997,6.26648,753,10,"Card Game, City Building, Comic Book / Strip, Fantasy","Sergio Aragon_s, Ken Whitman",1.5072
2963,10501,Canvas Eagles,2,20,45,45,45,1999,7.79833,163,12,"Aviation / Flight, Miniatures, Print & Play, Wargame, World War I","Phil Hall, John Harshman, Eric Hotz",2.4
2964,146,Buy Low Sell High,2,4,45,45,45,1996,6.16603,827,10,Economic,Reiner Knizia,1.9904
2973,9021,Sunken City,2,4,45,45,45,2004,6.17546,812,8,"Adventure, Ancient, Exploration, Mythology","Michael Kiesling, Wolfgang Kramer",1.9896
2977,41090,Magnate,2,2,45,12,45,2008,7.34571,182,13,"Card Game, City Building, Economic",Cristyn Magnus,2.2
2984,534,N.Y. Chase,3,6,45,45,45,1999,6.4235,490,10,"Deduction, Transportation",Projekt Team III,2
2991,16320,Bonnie and Clyde,2,4,45,45,45,2009,6.30194,556,8,Card Game,Mike Fitzgerald,1.6383
2995,125996,Mythic Battles,2,4,45,45,45,2012,7.01319,251,14,"Ancient, Card Game, Mythology, Wargame",Benoit Vogt,2.9091
3005,161681,Lift Off! Get me off this Planet!,2,5,45,12,45,2015,6.98153,314,8,"Environmental, Science Fiction",Eduardo Baraf,1.8387
3007,83629,The Hobbit,2,5,45,45,45,2010,6.06233,1270,8,"Adventure, Card Game, Fantasy, Novel-based, Travel",Reiner Knizia,1.7207
3047,9139,Marco Polo Expedition,2,5,45,12,45,2004,6.18022,719,8,"Animals, Arabian, Racing, Travel",Reiner Knizia,1.8
3061,146579,Quilt Show,2,4,45,45,45,2014,6.52261,362,10,none,"Steve Bennett, Judy Martin",1.9143
3063,54433,Nanuk,5,8,45,12,45,2009,6.23887,590,0,"Animals, Bluffing, Card Game","Mark Goadrich, Brett Myers",1.5686
3064,23981,Genesis,2,4,45,45,45,2006,6.43786,421,10,"Prehistoric, Territory Building",Reiner Knizia,2.0667
3067,133405,Island Siege,2,4,45,45,45,2013,6.84559,261,13,"Card Game, Dice, Nautical",Dan Manfredini,1.9167
3072,3321,Die Pyramiden des Jaguar,2,2,45,12,45,2002,6.11577,794,10,Card Game,GÌªnter Burkhardt,1.7245
3081,165477,Orcs Orcs Orcs,2,4,45,12,45,2014,6.5513,376,13,Fantasy,Frank Thyben,2
3098,38429,Cornerstone,1,4,45,45,45,2008,7.2751,196,0,Action / Dexterity,Matt Mette,1.7308
3110,93541,Urbania,2,5,45,45,45,2012,6.50035,376,10,City Building,Simone Luciani,2.375
3113,155460,The Hobbit: An Unexpected Journey Deck-Building Game,2,5,45,45,45,2014,7.04525,237,15,"Card Game, Movies / TV / Radio theme",Erik V Larsen,2.2
3116,147299,Pocket Imperium,2,4,45,45,45,2013,6.40971,459,12,"Print & Play, Science Fiction, Space Exploration, Territory Building",David J. Mortimer,1.931
3131,12830,Die Weinh_ndler,3,5,45,34,45,2004,6.1847,651,10,Card Game,"Claudia Hely, Roman Pelek",1.869
3133,344,Members Only,3,5,45,45,45,1996,6.60344,312,10,"Bluffing, Card Game, Deduction",Reiner Knizia,2
3135,7290,Dynasty League Baseball,1,2,45,12,45,1985,7.47545,175,11,Sports,Michael Cieslinski,2.5
3150,1982,Black Spy,3,6,45,45,45,1981,6.2755,509,14,"Card Game, Spies/Secret Agents",Alan R. Moon,1.4286
3186,1203,Witch Trial,3,7,45,45,45,2001,6.24342,618,10,"Card Game, Negotiation",James Ernest,1.697
3188,15261,"Trump, Tricks, Game!",3,4,45,12,45,2005,6.48807,348,8,"Animals, Card Game",GÌªnter Burkhardt,1.907
3189,316,Chase,2,2,45,45,45,1986,6.81796,270,10,"Abstract Strategy, Dice",Tom Kruszewski,2.6486
3192,89668,BITS,1,4,45,45,45,2011,6.47749,342,8,Puzzle,Reiner Knizia,1.4583
3212,459,Ausgebremst,3,6,45,23,45,1993,6.92218,225,10,"Racing, Sports",Wolfgang Riedesser,1.6296
3228,30024,Kachina,2,5,45,45,45,2009,6.67248,335,10,"American West, Mythology",Scott Caputo,2.0606
3233,11159,Dungeoneer: Haunted Woods of Malthorin,2,2,45,45,45,2004,6.283,512,13,"Adventure, Fantasy",Thomas Denmark,2.2203
3235,1536,Lord of the Fries,3,8,45,45,45,1998,5.96557,1482,12,"Card Game, Zombies",James Ernest,1.2945
3237,157912,Rise to Power,2,6,45,45,45,2014,6.6161,315,12,"Card Game, City Building, Science Fiction","Allen Chang, Alistair Kearney",2.375
3241,110870,Cavemen: The Quest for Fire,2,5,45,45,45,2012,6.43515,375,13,"Card Game, Prehistoric",Dan Cassar,1.875
3245,158837,27th Passenger: A Hunt On Rails,3,6,45,45,45,2014,6.96534,206,10,"Card Game, Deduction, Party Game","Christos Giannakoulas, Manolis Zachariadis",2
3258,158534,Bring Out Yer Dead,2,5,45,12,45,2015,6.42889,406,12,Renaissance,Arron Watts,2
3266,127920,Kanzume Goddess,2,6,45,45,45,2012,6.58029,353,10,"Card Game, Mythology",Zhu Rong,2.3077
3271,82402,Friesematenten,2,4,45,45,45,2010,6.3188,476,12,"Card Game, Economic, Humor, Industry / Manufacturing",Friedemann Friese,1.9444
3276,158130,Tanto Cuore: Oktoberfest,2,4,45,45,45,2016,7.55799,144,13,Card Game,Masayuki Kudou,2.1667
3309,27298,Owner's Choice,2,5,45,45,45,2006,6.18735,574,10,Economic,Yasutaka Ikeda,1.75
3310,5222,Old Town,1,4,45,45,45,2000,6.40559,376,10,"American West, Deduction",Stephan Riedel,2.25
3329,155042,Steam Donkey,2,4,45,45,45,2014,6.76829,240,10,Card Game,"Gary Dicken, Steve Kendall, Phil Kendall",2.1538
3347,98762,Test of Fire: Bull Run 1861,2,2,45,45,45,2011,6.57394,283,10,"American Civil War, Wargame",Martin Wallace,1.8696
3354,169275,Pixel Tactics 4,2,2,45,45,45,2015,7.56899,129,12,"Card Game, Fantasy, Fighting, Video Game Theme","D. Brad Talton, Jr.",2
3364,100169,Hero of Weehawken,1,1,45,45,45,2011,7.61125,123,13,"Civilization, Deduction, Educational, Napoleonic, Political",Robert Leonhard,2.1579
3370,152847,Shinobi WAT-AAH!,2,4,45,45,45,2014,6.47175,361,10,"Card Game, Fantasy, Fighting",Th_o Riviåère,2
3377,366,Viva Pamplona!,2,6,45,45,45,1992,6.36193,367,8,Racing,Wolfgang Kramer,1.383
3382,4106,Moderne Zeiten,3,5,45,12,45,2002,6.53968,284,10,Economic,"Dan Glimne, Grzegorz Rejchtman",2.3043
3383,40234,Einauge sei wachsam!,2,5,45,45,45,2009,6.33236,394,10,"Card Game, Pirates","Michael Kiesling, Wolfgang Kramer",1.8182
3400,157322,Dice Brewing,2,4,45,45,45,2014,6.32521,470,12,Dice,"Filip G?owacz, Ireneusz Huszcza",2.4
3416,172969,Pixel Tactics 5,2,2,45,45,45,2015,7.5276,125,12,"Card Game, Expansion for Base-game, Fantasy, Fighting, Video Game Theme","D. Brad Talton, Jr.",2.75
3437,99130,Dawn of the Zeds (First edition),1,1,45,45,45,2011,7.55155,128,13,Zombies,Hermann Luttmann,2.625
3452,143882,ebbes,3,5,45,45,45,2013,6.80797,232,10,Card Game,Klaus Geis,2.2105
3458,196305,Guildhall Fantasy: Alliance,2,4,45,45,45,2016,7.55896,130,10,"Card Game, Fantasy",Hope S. Hwang,2
3462,13347,Plunder,2,4,45,45,45,2004,6.17982,558,8,"Adventure, Card Game, Exploration, Pirates","Karl Lepp, Julianne Lepp",2.2
3471,40235,Bridge Troll,3,6,45,45,45,2009,6.08191,694,10,"Bluffing, Card Game, Economic, Fantasy",Alf Seegert,2.0154
3491,75828,The Thing,2,4,45,45,45,2010,7.13076,158,18,"Bluffing, Card Game, Deduction, Fighting, Horror, Mature / Adult, Movies / TV / Radio theme, Print & Play, Science Fiction",Mark Chaplin,2.3333
3507,30483,Antler Island,3,4,45,45,45,2007,6.19389,494,10,"Animals, Bluffing, Fighting, Humor","Gordon Lamont, Fraser Lamont",1.9577
3524,205867,Bohnanza: The Duel,2,2,45,12,45,2016,7.22431,144,12,Card Game,Uwe Rosenberg,1.8333
3541,164237,Neptun,3,5,45,45,45,2014,6.60888,248,8,"Ancient, Nautical",Dirk Henn,2.6
3544,71272,Hornet,2,5,45,45,45,2010,6.28622,479,10,"Animals, Bluffing","Jani Moliis, Tero Moliis",2.0732
3553,4610,Lord of the Rings: The Duel,2,2,45,45,45,2002,5.92813,1169,10,"Fantasy, Fighting, Novel-based",Peter Neugebauer,1.7059
3554,125658,Level 7 [Escape],1,4,45,45,45,2012,6.11838,690,14,"Horror, Science Fiction",Will Schoonover,2.8136
3559,67148,Ultimate Werewolf: Compact Edition,5,34,45,45,45,2010,6.80812,197,8,"Bluffing, Card Game, Deduction, Horror, Murder/Mystery, Negotiation, Party Game",Ted Alspach,1.5
3561,129382,Ark & Noah,2,4,45,45,45,2012,6.65919,223,8,"Animals, Nautical, Novel-based, Religious",Stefano Groppi,2.7059
3576,30878,Power & Weakness,2,2,45,45,45,2007,6.65731,216,12,"Fantasy, Medieval",Andreas Steding,3.0588
3580,2542,Gargon,3,5,45,45,45,2001,6.02783,735,10,"Card Game, Fantasy",RÌªdiger Dorn,1.7656
3608,103877,Casa Grande,2,4,45,45,45,2011,6.44162,284,8,Abstract Strategy,GÌªnter Burkhardt,2.1154
3626,196306,Guildhall Fantasy: Coalition,2,4,45,45,45,2016,7.39347,120,10,"Card Game, Fantasy",Hope S. Hwang,2
3633,63395,Chocolatl,3,5,45,45,45,2010,6.39403,308,8,"Ancient, Bluffing",GÌªnter Burkhardt,2.0556
3636,31449,Army of Frogs,2,4,45,45,45,2007,5.96993,822,7,"Abstract Strategy, Animals",John Yianni,2.0115
3642,139897,Belle of the Ball,2,5,45,45,45,2014,6.15336,456,13,"Card Game, Humor",Daniel Solis,1.5
3651,170537,Swords and Bagpipes,2,6,45,12,45,2014,6.86257,183,11,"Bluffing, Medieval",Yan Yegorov,2.2222
3676,89695,RoboDerby: Express,2,2,45,45,45,2011,7.15743,144,10,"Print & Play, Racing, Science Fiction",Clint Herron,1.7917
3679,215437,Codex: Card-Time Strategy ? Core Set,2,5,45,45,45,2016,7.84316,95,13,"Card Game, Fantasy, Fighting, Video Game Theme",David Sirlin,3.6667
3681,12488,WARS Trading Card Game,2,2,45,45,45,2004,6.69172,232,12,"Card Game, Collectible Components, Science Fiction","Joe Alread, Michael Girard, Chuck Kallenbach, Tom Lischke, Evan Lorentz, Kendrick Summers",3
3688,128218,Helvetia Cup,2,2,45,45,45,2012,7.0339,161,10,"Fantasy, Sports","Frank Crittin, Gr_goire Largey",2.6923
3695,200834,Sola Fide: The Reformation,2,2,45,45,45,2016,6.61774,213,12,"Card Game, Educational, Political, Religious","Christian Leonhard, Jason Matthews",2
3698,170146,Dark Seas,2,4,45,45,45,2015,6.30466,367,14,"Dice, Pirates",Anthony Rubbo,1.8696
3747,192351,World Monuments,2,4,45,45,45,2016,6.44481,298,8,Renaissance,Piero Cioni,1.3636
3759,131581,Soccero (second edition),2,2,45,45,45,2012,7.19593,135,11,Sports,"Jarmo Kuitunen, Martti Ojalainen",1.7333
3766,181811,Tatsu,2,2,45,45,45,2016,6.9454,174,8,Abstract Strategy,John Yianni,2
3769,86415,Cornerstone Essential,2,4,45,45,45,2010,6.71601,188,8,"Abstract Strategy, Action / Dexterity",Matt Mette,1.6667
3782,91666,Crossboule,1,6,45,45,45,2008,7.07978,136,6,Action / Dexterity,Mark Calin Caliman,1.125
3783,33155,Burrows,2,5,45,45,45,2010,6.26199,342,10,Abstract Strategy,Jeb Havens,1.5
3786,2254,Title Bout,1,2,45,45,45,1979,6.63305,243,12,"Fighting, Sports","James Trunzo, Tom Trunzo",2.1795
3803,184866,Wings for the Baron (second edition),3,5,45,45,45,2015,7.3339,118,13,"Aviation / Flight, Industry / Manufacturing, World War I",Dave Townsend,2.5833
3813,145393,Gem Rush,1,6,45,45,45,2013,6.80082,184,13,"Exploration, Fantasy",Jeremy Lennert,1.8
3820,1509,Dogfight,2,4,45,12,45,1962,6.26798,367,10,"Aviation / Flight, Wargame, World War I",(Uncredited),1.4375
3823,661,Where's Bob's Hat?,3,5,45,45,45,1990,6.22024,379,10,Card Game,Alan R. Moon,1.5952
3831,85800,Octopus' Garden,2,4,45,45,45,2011,6.69776,190,10,Animals,Roberta Taylor,1.4706
3835,170202,Floating Market,2,5,45,45,45,2015,6.33217,300,13,Dice,"Ben Pinchback, Matt Riddle",1.6087
3840,40550,Star Trek Customizable Card Game (Second Edition),2,2,45,45,45,2002,6.71959,194,0,"Card Game, Collectible Components, Movies / TV / Radio theme, Science Fiction, Space Exploration","Brad Defruiter, Evan Lorentz",3.3077
3873,65272,Cyrano,4,9,45,45,45,2010,6.70843,178,8,"Party Game, Word Game","Ludovic Maublanc, Angåèle Maublanc",1.2857
3918,26138,Dungeon Twister Collectors Box,2,2,45,45,45,2006,7.6913,92,11,"Adventure, Exploration, Fantasy, Fighting, Maze, Miniatures",Christophe Boelinger,3
3935,177702,Warehouse 51,3,5,45,45,45,2015,6.34672,274,10,"Card Game, Mythology","Bruno Faidutti, S_rgio Halaban, Andr_ Zatz",1.9
3944,128537,Gentlemen Thieves,2,5,45,45,45,2012,6.2727,306,10,Card Game,"Charles Chevallier, Catherine Dumas, Pascal Pelemans",1.8
3945,352,Trumpet,2,6,45,45,45,1990,6.09658,465,9,Card Game,Phil Orbanes Sr.,1.4737
3949,102681,21 Mutinies Arrr! Edition,2,5,45,45,45,2013,6.75513,191,10,"Economic, Pirates",Perepau Llistosella,2.4
3966,6627,Scream Machine,3,6,45,45,45,2003,6.02944,516,7,Card Game,Joe Huber (I),1.5429
3975,440,Zoff in Buffalo,2,5,45,45,45,1998,6.35247,263,12,"American West, Farming",Christwart Conrad,2.0333
3978,867,Morisi,2,4,45,12,45,2000,6.51145,227,10,Transportation,Corn_ van Moorsel,2.1
4009,2938,Zatre,2,6,45,45,45,1990,6.38725,255,8,Abstract Strategy,Manfred Schuling,2.0455
4011,2838,Loaded Questions,3,6,45,45,45,1997,5.96148,795,13,Party Game,Eric Poses,1.3
4013,82272,Railroad Barons,2,2,45,45,45,2010,6.28652,270,12,"Card Game, Economic, Trains",Helmut Ohley,3.0303
4015,1380,Jockey,2,6,45,45,45,1973,6.29898,294,12,"Animals, Racing, Sports",S. Spencer,1.4839
4019,202732,Raise Your Goblets,2,12,45,45,45,2016,6.13857,421,8,"Deduction, Humor, Memory, Party Game",Tim Page,1.6
4020,376,DruidenWalzer,2,2,45,45,45,1999,5.95235,718,12,Card Game,Michael Rieneck,2.3684
4025,2610,Kardinal & K_nig: Das Kartenspiel,3,5,45,45,45,2001,6.80668,156,11,"Card Game, Print & Play",Michael Schacht,2.5714
4047,143680,Nightfall: Eastern Skies,2,5,45,45,45,2013,7.70882,85,12,"Bluffing, Card Game",David Gregg,2.6667
4058,112381,Abaddon,2,4,45,45,45,2012,6.7541,161,14,"Miniatures, Science Fiction, Wargame",Richard Borg,2.2
4064,1566,Simply Cosmic,2,4,45,45,45,1995,6.47116,215,10,"Negotiation, Science Fiction","Bill Eberle, Jack Kittredge",2.7647
4074,138317,Trains and Stations,3,5,45,45,45,2013,5.94188,703,14,Trains,Eric M. Lang,1.7963
4075,66608,Two by Two,2,4,45,45,45,2010,6.09952,407,8,"Animals, Environmental, Exploration, Mythology, Nautical, Religious",Rob Bartel,1.5111
4077,173804,Gruff,2,4,45,45,45,2015,6.78253,182,11,Fantasy,Brent Critchfield,3
4085,4642,Sports Illustrated Baseball,1,2,45,45,45,1972,7.02013,149,12,"Dice, Sports",David S. Neft,1.9545
4090,3242,Clash of the Gladiators,2,5,45,45,45,2002,5.88911,875,10,"Ancient, Fighting",Reiner Knizia,1.5258
4092,1519,Kult,2,99,45,45,45,1995,6.70274,186,14,"Card Game, Collectible Components, Fighting, Horror, Mature / Adult",Bryan Winter,2.5238
4103,108783,Dr. Shark,2,6,45,45,45,2011,6.29509,265,8,"Action / Dexterity, Spies/Secret Agents","Antoine Bauza, Bruno Cathala",1.6316
4121,15235,Legends of the Old West,2,8,45,12,45,2004,7.22802,116,12,"American West, Fighting, Miniatures, Wargame","Mark Latham, Rick Priestley",2.5833
4126,40370,Islas Canarias,2,5,45,45,45,2009,6.35,247,0,"Civilization, Pirates",Leo Colovini,2.0968
4158,216658,Smash Up: What Were We Thinking?,2,2,45,45,45,2017,7.87419,86,14,Card Game,Paul Peterson,2
4173,176963,Dadaocheng,1,4,45,45,45,2015,6.92008,132,10,"Dice, Economic, Puzzle","Eason Kao, Tsai Huei-Chiang",2.6667
4177,3341,Burn Rate,2,4,45,12,45,2002,6.03774,563,13,"Card Game, Economic",Rich Koehler,1.6
4190,134,Cape Horn,3,5,45,45,45,1999,6.00494,516,12,"Nautical, Racing",Thorsten Gimmler,2.0244
4192,83068,1955: The War of Espionage,2,2,45,12,45,2011,6.17942,343,13,"Card Game, Spies/Secret Agents",Kevin G. Nunn,2.1515
4209,2353,Muscat,3,5,45,45,45,2001,6.41248,207,10,"Abstract Strategy, Arabian",Christiane Knepel,2.3889
4235,40759,Cartagena: Die Meuterei,2,4,45,45,45,2009,6.41748,206,10,"Adventure, Pirates",Michael Rieneck,2.1875
4245,109,Wettstreit der Baumeister,3,4,45,45,45,1994,6.12442,362,10,City Building,Jean du PoÌÓl,2
4246,105199,Space Mission,2,5,45,45,45,2011,6.10312,385,10,"Science Fiction, Space Exploration",Matt Worden,1.8286
4248,8232,Zauberschwert & Drachenei,2,4,45,45,45,2003,6.12207,353,12,"Bluffing, Card Game, Fantasy, Fighting, Negotiation",Jochen Schwinghammer,1.9412
4256,6554,Lawless,2,6,45,23,45,2003,6.09143,392,10,"American West, Card Game, Humor",Bruno Cathala,1.8095
4261,1329,Hyle,2,2,45,12,45,1979,6.72962,157,10,Abstract Strategy,Eric Solomon,2.9231
4262,1253,Limits,2,6,45,45,45,2001,5.97852,519,8,"Card Game, Memory",Uwe Rosenberg,1.1379
4269,38858,Strada Romana,2,5,45,45,45,2009,6.19129,325,8,"Ancient, Transportation, Travel",Walter Obert,2.0833
4270,3852,Star Trek: Customizable Card Game (first edition),2,2,45,45,45,1994,5.96276,884,10,"Card Game, Collectible Components, Movies / TV / Radio theme, Science Fiction","Tom Braunlich, Evan Lorentz, Bill Martinson, Jason Robinette, Roland L. Tesh",2.7195
4281,162152,CiÌèb,2,4,45,45,45,2014,6.19446,312,10,Dice,Thomas Lehmann,1.9062
4307,16177,K_nig Salomons Schatzkammer,2,5,45,45,45,2005,6.57096,167,8,"Adventure, Exploration",Alessandro Saragosa,2.1111
4308,9556,Snatch,2,10,45,45,45,2001,6.35598,234,8,Word Game,(Uncredited),1.7576
4330,145424,Caf_ Melange,2,4,45,45,45,2013,6.67788,151,10,Deduction,Stephan Riedel,2.2667
4335,35801,Lungarno,2,5,45,45,45,2008,6.16751,369,8,"City Building, Economic, Renaissance",Michele Mura,2.1818
4336,175510,Soulfall,2,4,45,45,45,2015,6.50685,178,0,"Card Game, Territory Building",John Clowdus,2.2857
4345,46362,High Noon Saloon,2,6,45,45,45,2011,6.41029,238,10,"American West, Card Game","Cliff Bohm, Geoff Bottone",1.625
4348,56880,El Paso,2,5,45,12,45,2009,6.21738,263,10,American West,Stefan Dorra,1.9394
4351,68250,Objective: Kiev,2,2,45,45,45,2010,6.87086,133,12,"Wargame, World War II",Frank Chadwick,1.8333
4380,70916,Rockband Manager,3,6,45,45,45,2010,6.07916,394,14,"Card Game, Music",Antoine Bauza,1.8378
4383,2301,The New Dungeon!,1,6,45,45,45,1989,6.09796,432,8,"Adventure, Dice, Exploration, Fantasy, Fighting, Medieval","Jeff Grubb, David R. Megarry, Steve Winter",1.68
4408,263,Manitou,2,4,45,45,45,1997,6.11949,331,12,Card Game,GÌªnter Burkhardt,1.963
